Reaction,Pvalue,Padj,Reject,FC
HMR_9066,0.0,0.0,True,1.0808109382366822
HMR_4864,0.0,0.0,True,1.385098784000358
HMR_7684,0.0,0.0,True,-1.0986255701798826
HMR_6563,0.0,0.0,True,-1.0
HMR_0335,0.0,0.0,True,-1.0
HMR_5487,0.0,0.0,True,-18.92272139147081
r2376,0.0,0.0,True,-0.8717826499579966
HMR_4266,0.0,0.0,True,1.0
HMR_0193,0.0,0.0,True,-1.0
PCHOLHEP_HSABCt,0.0,0.0,True,1.0
r1451,0.0,0.0,True,1.0
HMR_9220,0.0,0.0,True,1.0
HMR_5461,0.0,0.0,True,0.8302030672290934
HMR_3333,1.946984145462294e-06,2.161507474559614e-06,True,1.0
PCHOLSTE_HSt1e,0.0,0.0,True,-1.0
HMR_0201,0.0,0.0,True,-1.0
HMR_7884,0.0,0.0,True,-1.5205025608957932
HMR_8557,0.01863595540380778,0.01922141252733016,True,1.0
HMR_5505,0.0,0.0,True,-1.2090943282573445
HMR_5135,0.036140949192793356,0.03717136696280964,True,1.0
HMR_3811,0.0,0.0,True,1.0
HMR_4774,0.0,0.0,True,1.0184905149258587
HMR_2610,2.0029812201730467e-76,3.708942411499351e-76,True,-0.9069208158902645
HMR_2670,1.5182752216110167e-90,2.947774217639462e-90,True,-0.9667282809611831
HMR_2270,4.089046983987222e-45,6.396250153753031e-45,True,1.0
HMR_3351,3.556889928938484e-05,3.846496066749907e-05,True,1.0
PCHOLN203_HSt1e,0.0,0.0,True,1.0
HMR_7692,0.0,0.0,True,1.0
PE15_HSt1e,0.0,0.0,True,-1.0
HMR_3278,0.0,0.0,True,-1.0
r1147,0.0,0.0,True,-2.1796384097145736
HMR_3084,1.3055821064074016e-267,3.912729143510182e-267,True,-1.0
ETF,0.0,0.0,True,0.9080250615569951
HMR_1493,0.0,0.0,True,0.876953125000002
UDCA3Sabc,0.0,0.0,True,-1.0
HMR_1547,1.3476652766804462e-50,2.161294148441418e-50,True,-1.0
HMR_3082,6.3161924089380546e-267,1.8813368215002034e-266,True,-1.0
FAOXC10C8m,1.535181422089745e-06,1.7101792281152248e-06,True,-1.0
HMR_2732,0.0,0.0,True,-0.9604966139954852
CE1273t1,0.0,0.0,True,1.0
HMR_6277,0.0,0.0,True,-0.9057005841656055
PCHOLAR_HSt1e,0.0,0.0,True,-1.0
HMR_2726,1.0844744424920583e-149,2.4853602517347406e-149,True,-1.0
HMR_3060,2.857399629770014e-289,9.144930688048171e-289,True,1.0
HMR_7569,3.112668494770427e-06,3.4373459341342357e-06,True,-1.0
FAOXC102C101m,0.0,0.0,True,-1.0
HMR_5581,0.0,0.0,True,78.7806776773382
C4tmc,2.0656832409293134e-291,6.676909767694086e-291,True,0.9108647644628052
HMR_2319,7.766266233904253e-189,1.9379188672478304e-188,True,0.8805970149253732
LCA3St,0.0,0.0,True,-0.9557203602638362
HMR_4872,0.0,0.0,True,-2.379411756058692
HMR_6507,0.0,0.0,True,-1.0
NADQNOXR,0.0,0.0,True,-0.9999994432069645
HMR_5564,0.0,0.0,True,1.887340528970008
HMR_0202,0.0,0.0,True,-1.0
HMR_6026,0.0,0.0,True,-3.669405639126031
FAOXC101C8m,0.0,0.0,True,-1.0
HMR_4132,0.0,0.0,True,1.0
NADPQNOXR,0.0,0.0,True,-0.9999954358855399
HMR_9198,0.0,0.0,True,1.0
HMR_3034,5.176912626667035e-285,1.6213224753613157e-284,True,0.8212648945921175
UDCA3St,0.0,0.0,True,-1.0
FAOXC163GC142m,9.486790842403852e-07,1.0645315991361003e-06,True,-1.0
FAOXC226205m,0.0,0.0,True,0.9657910812461823
HMR_0411,0.0,0.0,True,-1.0
FAEL183,0.0,0.0,True,1.0
HMR_3275,0.0,0.0,True,-1.0
HMR_6571,0.0,0.0,True,-1.0
HMR_4454,0.0,0.0,True,5.094218790380193
HMR_2861,4.9707974966276805e-102,9.975735085951979e-102,True,1.0
HMR_8473,0.0,0.0,True,1.0
HMR_8734,0.0,0.0,True,-1.8101280993552964
HMR_9404,0.0,0.0,True,1.0
HMR_0616,0.0,0.0,True,-1.0
HMR_7824,0.0,0.0,True,-1.3771308328699794
HMR_4710,0.0,0.0,True,0.8523634276750314
HMR_1872,0.0,0.0,True,-1.0
HMR_0403,1.751302865e-315,5.97816235e-315,True,-1.0
HMR_0169,0.0,0.0,True,0.9719449812436056
PE226_HSABCt,0.0,0.0,True,-1.0
r0193,0.0,0.0,True,-1.0
HMR_5509,0.0,0.0,True,-1.2431668097292354
HMR_8667,0.0,0.0,True,16.020137146145153
HMR_2602,1.5833021613529097e-166,3.7430492843634326e-166,True,5.1347898537308225
FAOXC61m,1.1305345459086534e-12,1.3856635667555086e-12,True,-1.0
HMR_1952,0.0,0.0,True,-1.0
HMR_3344,2.6029433636230157e-08,3.0110057436684294e-08,True,1.0
PCHOLAR_HSABCt,0.0,0.0,True,-1.0
Pe13_HSABCt,0.0,0.0,True,1.0
HMR_7749,0.0,0.0,True,0.9455143320061804
HMR_0675,0.0,0.0,True,-1.0
HMR_2332,4.123235759636285e-201,1.0652603792802798e-200,True,0.8808411214953271
HMR_8463,9.103670491916157e-163,2.1366204961750208e-162,True,-1.152464586982318
FAOXC8C6m,2.4811710649893027e-211,6.5610695492311234e-211,True,1.0
HMR_5501,0.0,0.0,True,-0.8200590047203616
HMR_8357,0.0,0.0,True,0.8215427753549815
HMR_4851,0.0,0.0,True,1.1332994124250684
HMR_8457,0.0,0.0,True,-1.9167164009970952
HMR_4012,0.0,0.0,True,-0.9994132940472427
RE2998M,3.420427981359097e-51,5.518768946179614e-51,True,-1.0
HMR_9366,3.274075865341041e-242,9.19005732807543e-242,True,1.0
HMR_2666,0.0,0.0,True,2.26494150112497
HMR_3279,0.0,0.0,True,-1.0
HMR_4255,0.0,0.0,True,-1.0
HMR_6004,0.0,0.0,True,1.3292594747059219
HMR_3136,0.0,0.0,True,-0.8812588367217591
HMR_0173,0.0,0.0,True,1.0
HMR_0153,0.0,0.0,True,1.0
HMR_4539,0.0,0.0,True,-3.4287277607070803
HMR_2669,3.824034401120884e-83,7.269894938240222e-83,True,0.9624765478424018
HMR_4741,5.536222708146139e-290,1.7776750278249118e-289,True,1.0
HMR_4267,0.0,0.0,True,1.0
HMR_1540,7.852484733199292e-49,1.2517708887293143e-48,True,-1.0
HMR_2326,1.463444082804217e-182,3.5964538351168394e-182,True,0.8769050410316531
HMR_5514,0.0,0.0,True,6.1874136640684165
HMR_9719,2.331497967337647e-37,3.502641162242205e-37,True,-1.0
FAOXC183C163m,2.880971031677065e-13,3.551982006143773e-13,True,-1.0
HMR_4541,0.0,0.0,True,-3.423148062094817
PCHOLN264_HSABCt,0.0,0.0,True,-1.0
HMR_5500,0.0,0.0,True,5.398196084255921
HMR_9811,0.0,0.0,True,-1.0
HMR_3935,8.611237727131866e-52,1.3940186503423838e-51,True,1.4930978598822264
HMR_5497,0.0,0.0,True,-0.978601594159834
HMR_4458,1.710928321533729e-203,4.4557331154381074e-203,True,1.0484804747247984
HMR_4158,0.0,0.0,True,0.8769285474407857
HMR_8410,7.766266233904253e-189,1.9379188672478304e-188,True,-1.0
HMR_3334,0.00012115264697609983,0.0001297683410792389,True,1.0
HMR_2785,0.0,0.0,True,1.0
HMR_6012,0.0,0.0,True,-7.881562079552551
Pe13_HSt1e,0.0,0.0,True,1.0
HMR_5547,0.0,0.0,True,-1.793963952978662
HMR_2541,0.0,0.0,True,-0.8713731288116802
HMR_6307,0.0,0.0,True,-0.954588522388772
HMR_2673,0.0,0.0,True,3.188789669911058
FAOXC143C123m,7.689541596463202e-11,9.193469944707805e-11,True,-1.0
HMR_0629,0.0,0.0,True,1.0
HMR_0314,0.0,0.0,True,-1.0
HMR_3856,0.0,0.0,True,1.0
HMR_9067,1.2939404097185795e-144,2.9241251950484836e-144,True,-2.9006729893609924
PE15_HSABCt,0.0,0.0,True,-1.0
SPHMYLN18120_hs_t1,0.0,0.0,True,-1.0
HMR_1550,1.3476652766804462e-50,2.161294148441418e-50,True,-1.0
HMR_4332,0.0,0.0,True,-0.8403177598031307
HMR_1539,1.8919888695308292e-43,2.9297252129141936e-43,True,-1.0
HMR_9488,0.0,0.0,True,1.0
HMR_2334,6.761621944512961e-203,1.7562186063881665e-202,True,0.8711985688729874
HMR_6301,1.0336e-320,3.545e-320,True,1.0
HMR_3933,3.9768882819908693e-38,6.005409591719545e-38,True,-1.519926197793182
HMR_2656,2.176848437839738e-11,2.624072250564295e-11,True,1.9161290322580655
HMR_7748,0.0,0.0,True,-0.9403111928230046
HMR_5022,0.0,0.0,True,1.0
HMR_6559,0.0,0.0,True,-1.0
HMR_2401,9.418535760731084e-255,2.727548215347495e-254,True,-1.0
HMR_9808,0.0,0.0,True,-1.0
HMR_2408,3.5974429230523315e-244,1.0146455811929452e-243,True,-1.0
HMR_1544,4.008347753267506e-49,6.403713578484228e-49,True,-1.0
HMR_0444,0.0,0.0,True,-0.8231499313486363
HMR_2676,9.033012720339562e-56,1.4912126084085987e-55,True,-1.397278911564626
HMR_4868,0.0,0.0,True,-1.5316097142000986
HMR_5983,0.0,0.0,True,0.8695005155316758
EX_M00265[e],0.0,0.0,True,-0.8227939408511648
HMR_1512,0.0,0.0,True,0.9567567567567576
HMR_2409,2.9329964006704966e-231,8.032066994151069e-231,True,-1.0
HMR_5577,0.0,0.0,True,-6.602400837946723
HMR_0373,0.0,0.0,True,-1.0047745358090185
FAOXC102m,4.295123433224838e-12,5.220611760350823e-12,True,-1.0
HMR_3277,0.0,0.0,True,-1.0
C181CPT1,0.0,0.0,True,0.8870175552442296
HMR_3089,0.0,0.0,True,-0.8407431984074335
HMR_8478,3.7418401564294996e-104,7.54045306006064e-104,True,-7.407162210264161
HMR_5585,0.0,0.0,True,-0.8497892146583418
HMR_2663,0.0,0.0,True,0.8987631594077377
HMR_0209,0.0,0.0,True,1.1904658012435911
HMR_2865,1.6017116026448866e-172,3.8174562014104054e-172,True,1.0
HMR_4175,0.0,0.0,True,-1.0
FAS80COA_L,0.0,0.0,True,-0.8774755360315795
HMR_7849,0.0,0.0,True,-0.8266635047724608
HMR_3340,7.572131853193388e-08,8.700656419595391e-08,True,1.0
HMR_0325,4.3847663440488465e-254,1.2622943110650966e-253,True,-1.0
HMR_3345,1.946984145462294e-06,2.161507474559614e-06,True,1.0
HMR_7683,0.0,0.0,True,-1.3065390481883714
HMR_6017,0.0,0.0,True,2.7866598396274096
LCAT1e,2.6930327918640243e-17,3.465011808818441e-17,True,1.0
HMR_3341,3.40973448751773e-08,3.93648525188732e-08,True,1.0
HMR_6612,0.0,0.0,True,0.8408496293693307
HMR_3432,5.030258909306467e-57,8.370396658880123e-57,True,1.0
HMR_2324,5.698155500076412e-186,1.413413444076759e-185,True,0.8884172225591268
HMR_0239,0.0,0.0,True,1.0
PCHOLOLE_HSt1e,0.0,0.0,True,-1.0
FAOXC122C101m,1.6512426018319317e-07,1.8854751397237033e-07,True,-1.0
HMR_4481,0.0,0.0,True,-0.9670974494055669
HMR_3285,0.0,0.0,True,-1.0
HMR_4079,0.016225078195574793,0.016758458284718822,True,1.0
HMR_0427,0.0,0.0,True,1.0
HMR_4302,0.0,0.0,True,1.0
HMR_7682,1.9433045905162355e-105,3.940552403531187e-105,True,1.3023380539114169
HMR_7691,0.0,0.0,True,-1.0
HMR_4775,0.0,0.0,True,1.0131238606270447
HMR_3348,4.936169237586727e-06,5.4325749575248275e-06,True,1.0
HMR_2762,3.4946943473231185e-221,9.42020007645586e-221,True,-1.0
HMR_4028,0.0,0.0,True,-2.9213803813807355
HMR_0646,2.037188421516221e-253,5.847411166672325e-253,True,1.0
HMR_2397,0.014097547738750856,0.014591935704084309,True,-1.0
HMR_3298,0.0,0.0,True,1.0
HMR_7806,0.0,0.0,True,31.645316368348983
HMR_8472,0.0,0.0,True,1.647655183417185
HMR_3293,0.0,0.0,True,-1.0
HMR_5566,0.0,0.0,True,2.686625411450862
HMR_0355,0.0,0.0,True,1.0
TUDCA3St,0.0,0.0,True,1.0
HMR_6031,0.0,0.0,True,-1.5384889963902835
HMR_0754,0.0,0.0,True,-1.0
HMR_0660,0.0,0.0,True,-1.0
HMR_2679,0.0,0.0,True,1.0902282612068237
SPHMYLN18114_hs_t1,0.0,0.0,True,1.0
HMR_8459,0.0,0.0,True,-0.9410122269937252
FAOXC181C161x,0.00021757390943629023,0.0002320258990411825,True,-1.0
HMR_2497,4.21192531255211e-35,6.23783363572104e-35,True,-1.0
HMR_0332,0.0,0.0,True,-1.0
HMR_0378,0.0,0.0,True,-1.0
FAOXC102C81m,1.1442532060332164e-11,1.3844753076725418e-11,True,-1.0
r1481,9.448277099779782e-90,1.8295470964583512e-89,True,-1.0
HMR_3336,9.486790842403852e-07,1.0645315991361003e-06,True,1.0
EX_prpp[e],0.0,0.0,True,-1.0
EX_M03153[e],5.377440938225677e-182,1.3193016306881132e-181,True,1.0
HMR_3330,4.5391166946773576e-07,5.136831518918373e-07,True,1.0
HMR_2268,8.216863471295122e-47,1.2957191075620263e-46,True,1.0
HMR_3339,2.46426156232964e-06,2.729557348418199e-06,True,1.0
HMR_3149,0.0,0.0,True,-1.0
HMR_2524,3.046898810346172e-46,4.784007696846596e-46,True,-1.0
HMR_3080,9.418535760731084e-255,2.727548215347495e-254,True,-1.0
HMR_3283,0.0,0.0,True,-1.0
FAOXC123m,5.966268577124147e-12,7.242807138494937e-12,True,-1.0
HMR_6002,0.0,0.0,True,-4.19928690236662
HMR_5546,0.0,0.0,True,-2.217949651092526
HMR_2730,1.0714104159784896e-52,1.7402230325120325e-52,True,-0.9102902374670184
PTDCACRNt,0.0,0.0,True,0.9191522210658205
HMR_0643,7.565730808399024e-288,2.400332836280342e-287,True,1.0
HMR_0340,0.0,0.0,True,-1.0
r1253,1.5704415238299118e-54,2.576546958243123e-54,True,1.0
HMR_5506,7.603211866937167e-217,2.0307664602550644e-216,True,-1.4809272049521134
PCHOLN201_HSABCt,0.0,0.0,True,1.0
HMR_1568,0.0,0.0,True,0.9092655853545657
HMR_4180,0.0,0.0,True,1.0
FAOXC61C4m,0.0,0.0,True,-0.9373168556504011
HPDCACRNt,0.0,0.0,True,-1.001120200679698
HMR_4637,0.0,0.0,True,-0.9992257028046071
FAOXC141C121x,0.00014756018718906333,0.00015782242568317828,True,-1.0
HMR_4784,0.0,0.0,True,-0.9259024239982033
HMR_3813,0.0,0.0,True,-1.0
HMR_3866,0.0,0.0,True,-1.0
HMR_0775,0.0,0.0,True,-1.0
HMR_0352,0.0,0.0,True,1.0
HMR_3947,0.0,0.0,True,-0.878057182225285
HMR_5503,0.0,0.0,True,1.4477114802017124
THFt2,0.0,0.0,True,1.4838173857761272
C181CRNt,0.0,0.0,True,1.7252576776271105
HMR_7865,0.0,0.0,True,-0.9827963337483204
HMR_2338,1.6471512100150677e-209,4.343841006916993e-209,True,0.8772231784279978
HMR_4680,3.3338013535545894e-32,4.8392287904056183e-32,True,1.0302223859293707
SPHMYLN18116_hs_ATPt,0.0,0.0,True,1.0
HMR_4654,0.0,0.0,True,1.5125432433497223
HMR_2330,1.0773135889464804e-183,2.660955458074365e-183,True,0.8863232682060391
HMR_2657,0.0,0.0,True,1.0
RPEc,0.0,0.0,True,1.3890875939346805
HMR_5522,0.0,0.0,True,-1.7227184489706595
HMR_1535,1.8919888695308292e-43,2.9297252129141936e-43,True,-1.0
HMR_5493,0.0,0.0,True,-10.685957756217732
EX_hdcea[e],4.703117298364655e-300,1.5528258469858355e-299,True,-1.0
HMR_2658,0.0,0.0,True,1.8727278976239727
HMR_0401,0.0,0.0,True,-1.0
HMR_1495,1.4156189535081107e-59,2.3799991842063864e-59,True,1.0
HMR_3784,0.0,0.0,True,9.404394164110078
HMR_2621,9.448277099779782e-90,1.8295470964583512e-89,True,-1.611492816989379
HMR_6006,0.0,0.0,True,-0.8836296167576324
HMR_6286,0.0,0.0,True,-0.8876917483379729
HMR_8511,0.0,0.0,True,-1.0
HMR_3151,0.0,0.0,True,-0.839452367160418
HMR_3873,0.0,0.0,True,1.0
HMR_0290,0.0,0.0,True,-1.0
HMR_3137,0.0,0.0,True,-0.8808452855809217
HMR_1526,3.740967087355251e-198,9.605541150485099e-198,True,1.0
HMR_0347,4.1232357596372225e-201,1.0652603792802798e-200,True,1.0
HMR_3343,3.112668494770427e-06,3.4373459341342357e-06,True,1.0
HMR_2646,4.578955103009453e-127,9.867040421086742e-127,True,-7.928792569659439
HMR_0767,0.0,0.0,True,1.0
HMR_8668,0.0,0.0,True,16.17079144230045
HMR_1545,4.307652501746007e-52,6.981120693345443e-52,True,-1.0
HMR_5570,0.0,0.0,True,-14.86296037508217
HMR_3337,2.1326445737278948e-07,2.429468789252596e-07,True,1.0
HMR_6018,0.0,0.0,True,-60.414061251186325
HMR_4016,0.0,0.0,True,11.881401611418042
ELAIDCPT1,0.0,0.0,True,-2.2604815901144337
HMR_4024,1.6086825057325864e-65,2.8079870261355347e-65,True,-2.4492374340704854
FAOXC161C141x,5.3951625823198215e-05,5.808645934244112e-05,True,-1.0
HMR_6565,0.0,0.0,True,-1.0
SPHMYLN18114_hs_ATPt,0.0,0.0,True,1.0
CE7096te,1.0590785189698153e-18,1.3815301037633038e-18,True,1.0
HMR_0589,0.0,0.0,True,0.858515283842797
HMR_2599,0.0,0.0,True,-1.0
HMR_2625,4.147586998019361e-143,9.336863796773939e-143,True,8.169354838709687
HMR_1551,4.089046983987222e-45,6.396250153753031e-45,True,-1.0
r0913,0.0,0.0,True,2.297051219145469
7KILTCHOLATP,0.0,0.0,True,-1.0
HMR_2665,0.0,0.0,True,-0.8907898981477474
HMR_0369,1.769453322653547e-40,2.7027405168811627e-40,True,-1.0
HMR_7885,0.0,0.0,True,3.206778979108931
HMR_3090,0.0,0.0,True,-0.8574283810792819
HMR_3059,1.94478781514383e-296,6.342265620368607e-296,True,1.0
HMR_4252,0.0,0.0,True,1.0
FAOXC18480m,0.0,0.0,True,-1.0
HMR_1479,0.0,0.0,True,0.9003906250000017
HMR_0213,3.0695889231462264e-134,6.718605867740279e-134,True,-9.873333333333273
HMR_5527,0.0,0.0,True,-2.1289492678080233
RE3148C,3.978060021384412e-292,1.2886797541557928e-291,True,1.0
SPHMYLN181201_hs_t1,0.0,0.0,True,-1.0
HMR_3967,0.0,0.0,True,1.0121628249362364
ETFQO,0.0,0.0,True,0.9096855358812138
HMR_5957,8.54222456081789e-247,2.4163001129438404e-246,True,-0.8223481924171697
HMR_2623,1.1417864371626355e-148,2.6105633563295938e-148,True,-8.083223249669775
HMR_1436,6.809642124156986e-78,1.266567427548486e-77,True,-1.0
HMR_2868,2.1590522842206188e-176,5.188117413234085e-176,True,1.0
CLPNDCRNt,0.0,0.0,True,-63.08387506599891
HMR_3056,1.0036099693413175e-43,1.559036858275029e-43,True,1.0
C161CRN2t,0.0,0.0,True,-0.9920361049383305
PCHOLN203_HSABCt,0.0,0.0,True,1.0
HMR_3408,6.582374454877226e-84,1.2554633261848077e-83,True,0.9587242026266419
HMR_3287,0.0,0.0,True,-1.0
HMR_4456,0.0,0.0,True,-1.8971705968048682
r1316,0.0,0.0,True,1.0
HMR_5464,6.9970120500422546e-298,2.2920705392627207e-297,True,3.6291103768761968
HMR_2609,1.5134308574691303e-60,2.557689395908213e-60,True,0.8340280409245925
HMR_0267,0.0,0.0,True,-2.2265607867171417
HMR_2655,0.0,0.0,True,3.2300352518796718
HMR_2731,0.0,0.0,True,-0.9615819209039548
HMR_6044,0.0,0.0,True,-47.23300941111721
HMR_3079,3.049496874369325e-266,9.055518157428042e-266,True,-1.0
HMR_1911,3.6084563448872e-161,8.441881056653641e-161,True,1.0
HMR_2294,0.0,0.0,True,-1.0
TUDCA3Sabc,0.0,0.0,True,1.0
